鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,total_floor
鳳山區,房地(土地+建物),四維街121~150號,28.63,都市：其他:第三之一種住宅區,,,1091127,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0890725,180.32,4,2,2,有,有,6150000,34106,,0.0,0,包含三間管理室持分,RPPNMLNJJHGGFGE37DA,99.7,12.01,0.0,有,,13
鳳山區,房地(土地+建物)+車位,瑞興路293巷1~30號,19.24,都市：其他:第三之一種住宅區,,,1091216,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850801,134.12,4,2,2,有,有,4920000,36684,坡道機械,6.87,0,,RPTQMLLLKIPFFGE09DA,86.06,12.9,0.0,有,,13
楠梓區,房地(土地+建物)+車位,榮新街1~30號,18.45,都市：其他:第五種住宅區,,,1091201,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970917,146.4,3,2,2,有,有,7200000,49180,坡道平面,23.23,0,,RPXOMLKMKIPFFEE09DA,74.96,7.8,0.0,有,1116.0,15
楠梓區,房地(土地+建物)+車位,德賢路241~270號,11.71,都市：其他:第五種住宅區,,,1091214,土地1建物1車位1,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850112,160.34,4,2,2,有,有,5200000,32431,坡道平面,0.0,0,,RPPSMLPJJHGGFEE87DA,91.73,10.91,0.0,有,,19
左營區,房地(土地+建物)+車位,新榮街121~150號,41.03,都市：其他:第五種住宅區,,,1090806,土地1建物1車位3,二十一層,二十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1030704,466.12,3,2,3,有,有,39800000,85203,坡道平面,69.42,6000000,,RPXPMLKMKIPFFEE56DA,231.26,19.76,0.0,有,,28
左營區,房地(土地+建物)+車位,辛亥路241~270號,37.24,都市：其他:第三種住宅區。,,,1091118,土地1建物1車位1,十四層，十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030703,228.88,4,2,2,有,有,17500000,77473,坡道平面,27.52,1900000,其他增建；,RPPQMLLMKIPFFEE58DA,114.84,15.36,0.0,有,1117.0,15
左營區,房地(土地+建物)+車位,正心街31~60號,13.28,都市：其他:第五種商業區,,,1091107,土地1建物2車位2,十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,見使用執照,0880803,333.4,5,3,5,有,有,17640000,52909,坡道平面,44.83,0,,RPSRMLQJJHGGFEE18DA,184.71,27.94,0.0,有,1118.0,29
左營區,房地(土地+建物)+車位,正心街31~60號,12.43,都市：其他:第五種商業區,,,1091107,土地1建物2車位2,十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,見使用執照,0880803,311.29999999999995,5,3,4,有,有,16470000,52907,坡道平面,41.46,0,,RPRSMLQJJHGGFEE18DA,173.7,25.28,0.0,有,,29
左營區,房地(土地+建物)+車位,重惠街61~90號,11.96,都市：其他:第四種商業區,,,1091204,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,0910930,108.66,2,2,1,有,有,5550000,51077,坡道平面,22.88,0,,RPVNMLRJJHGGFEE18DA,54.42,6.81,0.0,有,,14
楠梓區,房地(土地+建物)+車位,德賢路220巷31~60號,21.04,都市：其他:第三種住宅區。,,,1091214,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831213,163.43,3,2,2,有,有,5960000,36468,坡道平面,0.0,0,,RPXQMLRJJHGGFEE68DA,89.0,12.87,0.0,有,1119.0,13
左營區,房地(土地+建物),安吉街421~450號,14.85,都市：其他:第四種商業區,,,1091216,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,0920811,153.0,4,2,2,有,有,8350000,54575,,0.0,0,和室外陽台、客廳陽台建商外推陽台外推；,RPRPMLSJJHGGFEE08DA,95.81,16.23,0.0,有,,14
岡山區,房地(土地+建物),大仁南路151~180號,8.98,都市：其他:住宅區,,,1091216,土地3建物1車位0,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851108,101.44,3,2,1,有,有,3500000,34503,,0.0,0,,RPUOMLSJJHGGFFE38DA,60.02,9.03,0.0,有,1121.0,16
三民區,房地(土地+建物),同盟三路271~300號,8.14,都市：其他:第四種住宅區,,,1091212,土地1建物1車位0,十層，電梯樓梯間,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830728,116.97,3,2,2,有,有,4660000,39839,,0.0,0,,RPSPMLRKKIPFFDE09DA,88.4,8.85,0.0,有,,24
三民區,房地(土地+建物)+車位,建國三路331~360號,13.51,都市：其他:第五種商業區,,,1091128,土地2建物1車位1,十一層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021112,285.8,4,2,3,有,有,17000000,56737,坡道平面,21.42,2000000,,RPPNMLKMKIPFFDE08DA,144.96,32.15,0.0,有,1125.0,29
三民區,房地(土地+建物),中山一路325巷1~30號,3.51,都市：其他:第五種商業區,,,1091214,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850417,37.25,1,1,1,有,有,1800000,48322,,0.0,0,,RPSPMLQJJHGGFDE87DA,25.8,3.71,0.0,有,1126.0,14
三民區,房地(土地+建物),鼎新路211~240號,11.8,都市：其他:第四種商業區,,,1090206,土地1建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830908,153.78,3,2,2,有,有,5100000,33164,,0.0,0,,RPPOMLSJJHGGFDE67DA,105.3,17.31,0.0,有,,16
三民區,房地(土地+建物)+車位,民族一路794巷1~30號,12.0,都市：其他:第五種住宅區,,,1091212,土地1建物1車位1,七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850719,143.19,4,2,2,有,有,6300000,43997,坡道平面,0.0,0,,RPOQMLOKKIPFFDE48DA,78.91,13.2,0.0,有,,24
苓雅區,房地(土地+建物)+車位,和平一路61~90號,39.5,都市：其他:第四種住宅區,,,1091216,土地2建物1車位2,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941206,255.98000000000002,4,2,2,有,有,19000000,74225,坡道平面,70.56,0,,RPVNMLKMKIPFFBE48DA,123.89,13.36,0.0,有,,14
新興區,房地(土地+建物)+車位,南臺路151~180號,7.2,都市：其他:第四種商業區,,,1091219,土地2建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020110,89.08,2,1,1,有,有,6050000,67916,坡道平面,22.27,0,,RPTNMLKMKIPFFBE28DA,38.56,5.98,0.0,有,1128.0,15
前鎮區,房地(土地+建物)+車位,公正路1~30號,12.93,都市：其他:第五種住宅區,,,1091218,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870919,138.05,3,2,2,有,有,6750000,48895,坡道平面,15.75,0,,RPOPMLQJJHGGFCE37DA,76.08,14.71,0.0,有,,14
前鎮區,房地(土地+建物),新光路1~30號,6.83,都市：其他:第三種特定商業專用區,,,1091120,土地2建物1車位0,三十六層,三十九層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0880209,211.55,2,2,2,有,有,11100000,52470,,0.0,0,,RPRNMLMJKIPFFCE08DA,92.65,13.03,0.0,有,,39
前鎮區,房地(土地+建物),新光路1~30號,1.28,都市：其他:第三種特定商業專用區,,,1091229,土地2建物1車位0,二十三層,三十九層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0880209,41.25,1,0,1,有,有,2600000,63030,,0.0,0,,RPPNMLKMKIPFFCE97DA,25.02,3.24,0.0,有,,39
苓雅區,房地(土地+建物)+車位,成功一路1~30號,34.39,都市：其他:第五種商業區,,,1091215,土地1建物1車位2,十九層,二十三層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0910516,473.91999999999996,4,2,4,有,有,31800000,67100,坡道平面,86.67,0,,RPVOMLLKKIPFFBE48DA,251.68,33.33,0.0,有,1136.0,23
鼓山區,房地(土地+建物),龍德路361~390號,11.49,都市：其他:第四種商業區,,,1091201,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940915,129.51999999999998,3,2,2,有,有,10100000,77980,,0.0,0,,RPTNMLOJKIPFFAE28DA,80.15,9.45,0.0,有,,14
鼓山區,房地(土地+建物),美術館路241~270號,25.49,都市：其他:特定第五種住宅區,,,1091119,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940819,197.83,4,2,2,有,有,14500000,73295,,0.0,0,,RPRQMLOLKIPFFAE58DA,121.11,18.29,0.0,有,,14
鼓山區,房地(土地+建物)+車位,裕誠路1771~1800號,21.25,都市：其他:第四種商業區,,,1091029,土地1建物1車位2,三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030613,339.81,4,2,3,有,有,26260000,77278,坡道平面,35.96,0,,RPQOMLSLKIPFFAE68DA,176.84,32.09,0.0,有,,24
鼓山區,房地(土地+建物)+車位,裕誠路1771~1800號,23.33,都市：其他:第四種商業區,,,1091026,土地1建物1車位2,三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030613,366.94,4,2,3,有,有,27680000,75435,坡道平面,35.96,0,,RPSOMLSLKIPFFAE88DA,194.25,33.18,0.0,有,,24
鼓山區,房地(土地+建物)+車位,裕誠路1771~1800號,23.33,都市：其他:第四種商業區,,,1091102,土地1建物1車位2,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030613,366.94,4,2,3,有,有,28980000,78977,坡道平面,35.96,0,,RPWOMLSLKIPFFAE66DA,194.25,33.18,0.0,有,,24
鼓山區,房地(土地+建物),大順一路451~480號,11.51,都市：其他:第五種住宅區,,,1091121,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960402,97.49000000000001,2,2,1,有,有,7280000,74674,,0.0,0,,RPWNMLRJJHGGFAE87DA,58.0,7.64,0.0,有,,15
前金區,房地(土地+建物),新盛二街61~90號,9.27,都市：其他:第三種商業區,,,1091201,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950303,77.62,2,1,1,有,有,5400000,69570,,0.0,0,,RPOPMLRJJHGGFAE27DA,46.55,3.87,0.0,有,1142.0,15
鼓山區,房地(土地+建物)+車位,美術東八街91~120號,17.61,都市：其他:特定第五種住宅區,,,1091101,土地1建物1車位1,六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921202,186.12,3,2,2,有,有,10780000,57920,坡道平面,30.71,0,,RPVOMLSJJHGGFAE97DA,90.28,19.0,0.0,有,,23
鼓山區,房地(土地+建物)+車位,九如四路931~960號,8.6,都市：其他:第五種住宅區,,,1091030,土地1建物1車位1,九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840503,132.81,3,2,2,有,有,5700000,42918,升降機械,0.0,0,,RPVPMLOJJHGGFAE67DA,80.14,15.47,0.0,有,1145.0,22
前金區,房地(土地+建物)+車位,七賢二路391~420號,13.52,都市：其他:第四種住宅區,,,1091129,土地2建物1車位1,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0781127,185.7,4,2,2,有,無,7900000,42542,坡道平面,0.0,0,,RPWNMLPJJHGGFAE67DA,126.94,14.91,0.0,無,1146.0,19
鼓山區,房地(土地+建物)+車位,河西一路1441~1470號,26.91,都市：其他:特定第五種住宅區,,,1091217,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960328,195.77,4,2,2,有,有,15300000,78153,坡道平面,24.75,0,,RPQNMLNLKIPFFAE08DA,113.23,10.5,0.0,有,,14
鼓山區,房地(土地+建物)+車位,九如四路541~570號,17.9,都市：其他:第五種住宅區,,,1091123,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011121,197.62,4,2,2,有,有,12350000,62494,坡道平面,25.3,0,,RPTNMLPKKIPFFAE48DA,96.58,14.01,0.0,有,1148.0,15
前鎮區,房地(土地+建物),瑞泰街151~180號,11.04,都市：其他:第三種商業區,,,1091204,土地1建物1車位0,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820531,115.28999999999999,3,2,2,有,有,3700000,32093,,0.0,0,,RPSNMLLKJHGGFCE17DA,76.06,15.91,0.0,有,1151.0,16
前鎮區,房地(土地+建物),中山二路181~210號,4.52,都市：其他:第五種商業區,,,1091204,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000125,57.56999999999999,1,1,1,有,有,3900000,67744,,0.0,0,,RPXNMLLKJHGGFCE67DA,32.61,4.8,0.0,有,,15
苓雅區,房地(土地+建物)+車位,光華一路181~210號,22.02,都市：其他:第五種商業區,,,1091110,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970108,333.63,4,2,3,有,有,20500000,61445,坡道平面,16.67,0,,RPXNMLRJJHGGFBE08DA,177.2,35.04,0.0,有,,15
苓雅區,房地(土地+建物)+車位,四維三路241~270號,18.79,都市：其他:第五種商業區,,,1091207,土地1建物1車位3,十一層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890905,354.63,4,2,3,有,有,22600000,63728,坡道機械,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLSJJHGGFBE08DA,194.44,30.74,0.0,有,1153.0,29
新興區,房地(土地+建物)+車位,五福一路91~120號,13.66,都市：其他:第二種特定商業專用區,,,1091225,土地3建物1車位1,十五層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0910301,227.79,4,2,2,有,有,16800000,73752,坡道平面,19.84,0,,RPQNMLKKJHGGFBE76DA,132.66,17.35,0.0,有,,26
苓雅區,房地(土地+建物)+車位,福建街301~330號,44.58,都市：其他:第五種住宅區,,,1091222,土地1建物1車位2,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010509,396.62,4,2,3,有,有,25000000,63033,一樓平面,49.48,0,,RPRNMLTLKIPFFBE88DA,197.14,28.0,0.0,有,1154.0,15
三民區,房地(土地+建物)+車位,鼎和街45巷1~30號,9.12,都市：其他:第五種住宅區,,,1091117,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850719,121.49000000000001,3,2,2,有,有,5800000,47741,坡道機械,0.0,0,,RPQOMLLKJHGGFDE17DA,67.56,16.47,0.0,有,1158.0,24
三民區,房地(土地+建物),德山街30巷20弄1~30號,9.15,都市：其他:第二種商業區,,,1091225,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850625,73.01,2,2,1,有,有,3100000,42460,,0.0,0,含仲介費；,RPXNMLLKJHGGFDE77DA,52.34,5.45,0.0,有,,14
三民區,房地(土地+建物),大順二路31~60號,10.36,都市：其他:第三種特定商業專用區,,,1091215,土地2建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990401,78.28,2,1,1,有,有,4900000,62596,,0.0,0,,RPXPMLQJJHGGFDE38DA,44.71,7.23,0.0,有,,15
三民區,房地(土地+建物)+車位,天祥二路31~60號,25.63,都市：其他:第五種住宅區,,,1091214,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030831,244.51999999999998,4,2,2,有,有,13300000,54392,坡道平面,23.23,0,,RPUNMLOJJHGGFDE67DA,123.93,19.52,0.0,有,,15
三民區,房地(土地+建物)+車位,河堤路511~540號,15.19,都市：其他:第四種住宅區,,,1091221,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861220,139.59,3,2,2,有,有,7600000,54445,坡道平面,24.82,0,,RPRNMLTLKIPFFDE09DA,77.6,11.02,0.0,有,1161.0,14
三民區,房地(土地+建物),興隆街61~90號,12.02,都市：其他:第四種商業區,,,1091212,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930102,116.88,3,2,2,有,有,6000000,51335,,0.0,0,,RPOPMLOLKIPFFDE48DA,74.15,9.98,0.0,有,1162.0,14
三民區,房地(土地+建物)+車位,大昌二路61~90號,30.79,都市：其他:第四種商業區,,,1091209,土地1建物1車位3,九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981130,503.82000000000005,3,2,3,有,有,24500000,48628,坡道平面,50.19,0,,RPVNMLMLKIPFFDE78DA,272.28,44.88,0.0,有,,22
左營區,房地(土地+建物)+車位,富國路271~300號,6.24,都市：其他:第四種商業區,,,1091209,土地1建物1車位1,二十層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841019,101.08000000000001,2,2,1,有,有,5200000,51444,坡道機械,0.0,0,,RPWNMLNKKIPFFEE98DA,56.42,6.46,0.0,有,1164.0,21
岡山區,房地(土地+建物)+車位,岡山路61~90號,35.55,都市：其他:住宅區,,,1090419,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950512,179.72,3,2,2,有,有,7000000,38949,坡道平面,0.0,0,,RPWNMLSKKIPFFFE96DA,102.31,10.52,0.0,有,1167.0,13
左營區,房地(土地+建物)+車位,重建路61~90號,9.12,都市：其他:第四種商業區,,,1091124,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870721,137.97,3,2,2,有,有,5800000,42038,坡道機械,11.34,0,二親等買賣親友、員工、共有人或其他特殊關係間之交易；,RPUPMLSJJHGGFEE38DA,93.76,9.76,0.0,有,,13
楠梓區,房地(土地+建物)+車位,德民路820巷1~30號,16.46,都市：其他:第五種住宅區,,,1091126,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000526,135.92000000000002,3,2,2,有,有,6600000,48558,坡道機械,8.75,0,,RPWPMLSJJHGGFEE58DA,76.08,8.39,0.0,有,1170.0,15
左營區,房地(土地+建物),榮總路541~570號,8.04,都市：其他:第五種住宅區,,,1091122,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870502,106.93,3,2,2,有,有,4600000,43019,,0.0,0,,RPSQMLRJJHGGFEE18DA,74.23,8.0,0.0,有,,14
左營區,房地(土地+建物),果峰街3巷1~30號,25.71,都市：其他:特定住宅區,,,1091207,土地2建物1車位0,十層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0741129,108.53,3,1,1,有,有,3320000,30591,,0.0,0,,RPUQMLOJJHGGFEE08DA,78.99,13.55,0.0,有,,18
左營區,房地(土地+建物)+車位,文川路211~240號,7.71,都市：其他:第五種商業區,,,1091216,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1030716,90.37,2,1,1,有,有,6250000,69160,升降機械,9.67,0,,RPTOMLKMKIPFFEE68DA,45.11,10.61,0.0,有,1173.0,15
